NUMBER	GENUS	ESPECIE	DETBY	DETDD	DETMM	DETYY	INFRAESPECIE	LONGITUDE_DG	LATITUDE_DG	COLDD	COLMM	COLYY	ALTITUDEmax	ALTITUDEmin	ALTITUDE_ALL	CF	DUPLICATE_old	FAMILY	FONTE_INFO	HABITAT_NOVO	HABITATNOTES	HABITO	DAP_NOVO	ALTURA_NOVO	SOLOTEXTURA	SOLOINUNDACAO	HERBARIUM_NOVO	INPA.TOMBAMENTO	NOTAS_ORIGINAL	ORIGINALESPECIMEN	Fertilidade	REPOSITORIO	ROWHERBARIUM	SOBRENOME	Type	VERNACULARNOME	COLLECTOR	COUNTRY_NOVO	MAJORAREA_NOVO	MINORAREA	GAZETTEER
1938	Ocotea	glomerata	Assis, L.C.S.	1	1	2006		-56.4326	-13.1956	25	4	1997						Lauraceae				árvore					ESA		Arvore de 20m. Flores em botao.		botões;flor	sl		Ivanauskas			Ivanauskas, N.M.	Brasil	MATO GROSSO	Nova Mutum	Bairro Piracema
227	Ocotea	canaliculata	Chanderbali, A.	31				-58.66667	5.33333	31	5	1997						Lauraceae									L;MO					gbif;mo	1488679|717225|717226	Chanderbali			Chanderbali, A.	Guyana	Upper Takutu-Upper Essequibo	Rest of Region 10	Mabura Hill
7792	Ocotea	nitida	Moraes, P.L.R. de	11	2	2014		-41.678056	-4.101389	27	5	1997						Lauraceae				arbusto		3			HST		Arbusto ca. 3 m alt.; flores alvacentas.		flor	sl		Félix			Félix, L.P.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
93	Ocotea	glomerata	Guedes, M.L.					-41.39	-12.5631	28	5	1997						Lauraceae	Linha-6710								ALCB					sl		Jesus			Jesus, N.G. de	Brasil	BAHIA	Lençóis	Chapada Diamantina
1248	Ocotea	glomerata	Rodrigues, L.M.O.					-36.94	-10.593333	5	5	1997						Lauraceae				arvoreta		2.5			ASE		arvoreta. 2.5. m. flores com pétalas creme.; borda da mata ; HA		flor	sl		Landim			Landim, M.	Brasil	SERGIPE	Japaratuba	Ivan Ribeiro
244	Ocotea	canaliculata	Chanderbali, A.	5				-58.67	5.3333333333	5	6	1997						Lauraceae									BRG;MO;US					gbif;mo	1488793	Chanderbali			Chanderbali, A.	Guyana	Upper Takutu-Upper Essequibo	Rest of Region 10	Mabura Hill
449	Ocotea	nitida	Moraes, P.L.R. de	6	6	2012		-39.3042	-7.31111	30	7	1997						Lauraceae									EAC;HRCB		Cerrado			sl		Castro			Castro, A.S.F.	Brasil	CEARÁ	Barbalha	Chapada Do Araripe
s.n.	Ocotea	nitida	Moraes, P.L.R. de	11	2	2014		-37.17	-8.62	11	7	1997						Lauraceae				arbusto		1			HST		Arbusto ca. 1 m alt.; caule amarronzado; frutos verdes.		fruto	sl		Frazao			Frazao, A.A.	Brasil	PERNAMBUCO	Buíque	Rppn Fazenda Tabatinga
1282908-1	Ocotea	canaliculata	Rosa, N.A.	15	10	1997		-63.9039	-8.76194	29	8	1997						Lauraceae									RON					sl		DRL			DRL	Brasil	RONDÔNIA	Porto Velho	Br319
1752	Ocotea	glomerata	Assis, L.C.S.	1	1	2006		-57.1607	-11.3943	9	8	1997						Lauraceae				árvore		5			ESA		Arbóreo. Altura de 5,0 m e com fruto imaturo verde.		fruto	sl		Nave			Nave, A.G.	Brasil	MATO GROSSO	Novo Horizonte do Norte	Fazenda Polaca
1979	Ocotea	nitida	van der Werff	13				-42.61666	-19.75	13	9	1997						Lauraceae									HUEFS;MO;BHCB		Mata Atlântico, beira da lagoa.			gbif|sl	1514647	Lombardi			Lombardi, J. A.	Brasil	MINAS GERAIS	Marliéria	Parque Estadual Do Rio Doce
2812	Ocotea	nitida	Moraes, P.L.R. de	11	2	2014		-37.17	-8.62	19	9	1997						Lauraceae	Linha-4290			arbusto		2			HST		Arbusto ca. 2 m alt.; inflorescencia em botoes amarronzados; frutos imaturos verdes		botões;flor;fruto	sl		Miranda			Miranda, A.M.	Brasil	PERNAMBUCO	Buíque	Rppn Fazenda Tabatinga
2233	Ocotea	longifolia						-63.9039	-8.76194	26	10	1997						Lauraceae				árvore		4			HFSL		Árvore de 4m de altura. Frutos imaturos verdes. ; DE		fruto	sl		Lobato			Lobato, L.C.B.	Brasil	RONDÔNIA	Porto Velho	Área Indígena De Caxarari
s.n.	Ocotea	nitida	Santos, S.O.	12	8	2011		-39.4094	-7.23417	7	11	1997						Lauraceae									EAC					sl		Silva			Silva, M.A. da	Brasil	CEARÁ	Crato	Barreiro Grande
42	Ocotea	nitida	van der Werff	17				-48.283333	-13.8	17	12	1997						Lauraceae									CEN;MO					gbif|mo|sl	1514641	Santos			Santos, A.A dos	Brasil	GOIÁS	Minaçu	Serra Da Mesa
1102	Ocotea	longifolia	Alves, F.M.	29	10	2009		-35.035	-8.28667	10	7	1998						Lauraceae				árvore		5			PEUFR		Árvore ca. de 5m de altura. Flores creme. Ocasional.		flor	sl		Laurenio			Laurenio, A.	Brasil	PERNAMBUCO	Cabo de Santo Agostinho	Engenho Bom Jesus
21	Ocotea	longifolia	Vicentini, A.		11	2003		-60.025	-3.10194	10	8	1998						Lauraceae				árvore		12.5			INPA		Árvore mediana de 10 a 15 m de altura, com flores esverdeadas aromáticas, na mata.		flor	inpa;ny;sl;gbif		Coelho			Coelho, L.	Brasil	AMAZONAS	Manaus	Reserva Florestal Adolpho Ducke
482	Ocotea	glomerata	van der Werff	3	8	2000		-35.5	-7.583333	23	10	1998						Lauraceae				árvore		20			PEUFR		Árvore ca. de 20m de altura. Frutos imaturos verdes.		fruto	sl		Ferraz			Ferraz, E.M.N.	Brasil	PERNAMBUCO	São Vicente Ferrer	Mata Do Estado
155	Ocotea	glomerata	Guedes, M.L.		11	1998		-38.483333	-12.5	20	10	1998						Lauraceae									ALCB;UESC					sl		Nascimento			Nascimento, A.F.S.	Brasil	BAHIA	São Sebastião do Passé	Recôncavo
143	Ocotea	glomerata	Silva, A.G. da	13	1	2000		-36.389167	-8.201389	26	11	1998						Lauraceae				árvore		2			PEUFR		Árvore com cerca de 2m de altura, indivíduo jovem. Fruto verde.		fruto	sl		Nascimento			Nascimento, L.M.	Brasil	PERNAMBUCO	Belo Jardim	Estrada Do Bituri Grande
7	Ocotea	longifolia	Stradmann, M.T.S.		12	1998		-39.466667	-12.866667	13	12	1998						Lauraceae									ALCB					sl		Moraes			Moraes, E.P.F.	Brasil	BAHIA	Castro Alves	Serra Da Jibóia
316	Ocotea	longifolia	Ramos, J.F.	1	1	1998		-56.412171	-1.682174	1	1	1999						Lauraceae				arvoreta		8			INPA		Arvoreta de 8 m de altura com flores amarelas.		flor	sl		Barbosa			Barbosa, E.M.	Brasil	PARÁ	Oriximiná	Porto Trombetas
MO1502401	Ocotea	longifolia	van der Werff	16				-65.75	-11	16	1	1999						Lauraceae									MO					gbif	MO1502401	Maas			Maas, P.	Bolivia	El Beni - Vaca Díez	Riberalta	Carretera Riberalta-cachuela Esperanza
3135	Ocotea	nitida	Moraes, P.L.R. de	1	1	2011		-39.4094	-7.23417	14	1	1999						Lauraceae				árvore	1	1.5			HST;UFRN;IPA;HTCB		Arbusto ca. 1,5m alt e 1cm de diâmetro. Caule acinzentado. Folhas coriáceas. Flores em botoes esverdeados. Frutos imaturos verdes, na maturaçao enegrecidos. Com cálice persistente alaranjado. Madeira boa para móveis. Lenha e carvao arbusto ca. 1,5m alt. e 1 cm de diâmetro; caule acinzentado; folhas coriáceas; flores em botoes esverdeados; frutos imaturos verdes, na maturaçao enegrecidos; com cálice persistente alaranjado, madeira boa para móveis; lenha e carvao		botões;flor;fruto	sl		Miranda			Miranda, A.M.	Brasil	CEARÁ	Crato	Guaribas
470	Ocotea	nitida	Moraes, P.L.R. de		6	2009		-39.4094	-7.23417	19	2	1999						Lauraceae	Googleearth-maps			arvoreta					EAC		Arvoreta, flor branca aromática		flor	sl		Cavalcanti			Cavalcanti, F.S.	Brasil	CEARÁ	Crato	Chapada Do Araripe
EAC27426	Ocotea	nitida	Nunes, E.	19	2	1999		-39.4094	-7.23417	22	2	1999						Lauraceae				arvoreta					HCDAL		Arvoreta; flor branca.		flor	sl		Cavalcanti			Cavalcanti, F.S.	Brasil	CEARÁ	Crato	Chapada Do Araripe
s.n.	Ocotea	glomerata	Quinet, A.	29	7	1999		-40.9211	-3.85444	26	2	1999						Lauraceae				árvore					EAC;HUESB		Árvore.; Mata úmida árvore.; mata úmida.			sl		Fernandes			Fernandes, A.	Brasil	CEARÁ	Ubajara	Chapada Do Araripe
1253	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	24	2	1999						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
1271	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	25	2	1999						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
1282	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	25	2	1999						Lauraceae									HUEFS		Cerrado / floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
681	Ocotea	glomerata	Laurenio, A. 		3	2001		-35.5	-7.583333	25	4	1999						Lauraceae				árvore		8			PEUFR		Árvore ca. de 8m de altura. Botoes creme-ferrugíneos.		botões	sl		Ferraz			Ferraz, E.M.N.	Brasil	PERNAMBUCO	São Vicente Ferrer	Mata Do Estado
1391	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	24	4	1999						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
1514	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	26	6	1999						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
1604	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	12	8	1999						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
1616	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	13	8	1999						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
	Ocotea	canaliculata	Baitello, J.B.	24	8	2012		-48.3603	-10.2128	26	8	1999						Lauraceae				árvore					SPSF		COLETA: Cerrado stricto sensu&nf;Ex VIC-24000&nf;Árvore 12m; flores de corola cor creme.;		flor	sl		Santos			Santos, E.R.	Brasil	TOCANTINS	Palmas	Parque Estadual Do Lajeado
3524	Ocotea	longifolia	Costa, J.C. da	1	1	2000		-54.7083	-2.44306		9	1999						Lauraceae			Mata de terra firme, solo areno-argiloso	árvore	37	11.78			INPA	208142	Árvore de 37,0 cm de circunferencia. árvore de 37,0 cm de circunferência.;Árvore de 37,0 cm de circunferencia.	170855	estéril	inpa;sl	INPA00208142	Costa			Costa, J.C.	Brasil	PARÁ	Santarém	Alter Do Chão
645	Ocotea	nitida	van der Werff	2	9	2009		-41.383333	-12.55	8	9	1999						Lauraceae									ALCB					sl		Stradmann			Stradmann, M.T.S.	Brasil	BAHIA	Lençóis	Ba270
15	Ocotea	glomerata	Veloso, T.M.G.	16	9	1999		-34.814617	-7.187098	16	9	1999						Lauraceae	Googleearth-maps			árvore					JPB		Árvore com frutos maduros.; DESC: Árvore com frutos maduros.		fruto	sl		Veloso			Veloso, T.M.G.	Brasil	PARAÍBA	João Pessoa	Costa Do Sol
4451	Ocotea	longifolia	Costa, J.C. da	1	1	2000		-54.7083	-2.44306		10	1999						Lauraceae				árvore	31				INPA	208140	Árvore de 31,0 cm de circunferencia. árvore de 31,0 cm de circunferência.;Árvore de 31,0 cm de circunferência.	170856		inpa;sl	INPA00208140	Costa			Costa, J.C.	Brasil	PARÁ	Santarém	Alter Do Chão
277	Ocotea	longifolia	Alves, F.M.	29	10	2009		-36.402042	-8.18725	19	10	1999						Lauraceae				árvore		18			PEUFR		Árvore com cerca de 18m de altura. Entrecasca com cheiro de pitanga. Frutos maduros amrelos e imaturos verdes. Frequente.		fruto	sl		Nascimento			Nascimento, L.M.	Brasil	PERNAMBUCO	Belo Jardim	Mata Do Malhada
734	Ocotea	glomerata	Laurenio, A. 		3	2001		-35.5	-7.583333	4	11	1999						Lauraceae				árvore		12			PEUFR		Árvore ca. de 12m de altura. Frutos imaturos verdes e maduros marrons.		fruto	sl		Ferraz			Ferraz, E.M.N.	Brasil	PERNAMBUCO	São Vicente Ferrer	Mata Do Estado
588	Ocotea	canaliculata	Santos, S.O.	2	3	2014		-35.1047	-8.75972	2	12	1999						Lauraceae				árvore		8			HST;PEUFR		Árvore ca. 8 m alt.; em frutificaçao dentro da mata. árvore com 8m de altura, em frutificaçao.			sl		Sacramento			Sacramento, A.	Brasil	PERNAMBUCO	Tamandaré	Apa De Guadalupe
1887	Ocotea	nitida	Moraes, P.L.R. de		3	2010		-39.4094	-7.23417	25	1	2000						Lauraceae									HUEFS		Floresta ombrófila.		flor	sl		Lima-Verde			Lima-Verde, L.W.	Brasil	CEARÁ	Crato	Chapada Do Araripe
INPA208492	Ocotea	longifolia	Vicentini, A.		11	2003		-60.025	-3.10194	16	4	2000						Lauraceae									INPA	208492	Material sem dados da planta.	193946		inpa;sl	INPA00208492	Brito			Brito, V.M. de	Brasil	AMAZONAS	Manaus	Puraquequara
303	Ocotea	glomerata	Reis, S.	8	10	2004		-35.0922	-8.11861	3	4	2000						Lauraceae				arvoreta		3.5			IPA;JPB;MAC;TEPB;UFRN		Arvoreta ca. de 3,5m de altura. Flores amarelas.HABITAT:Caatinga; arvoreta, ca. 3,5m. folhas discolores aromáticas, botoes amarelados, perianto alvo-amarelado. arvoreta, ca. de 3,5m de altura, folhas discolares aromáticas, botoes amarelados, perianto alvo-amarelado. arvoreta, ca. de 3,5m de altura, folhas discolares aromáticas, botoes amarelados, perianto alvo-amarelo. ambiente: caatinga arvoreta, ca. de3,5m de altura, folhas discolores aromáticas, botoes amarelos, perianto alvo-amarelado.; desc: arvoreta, ca. de3,5m de altura, folhas discolores aromáticas, botoes amarelos, perianto alvo-amarelado.		botões;flor	sl		Cantarelli			Cantarelli, J.R.	Brasil	PERNAMBUCO	Moreno	Estaçao Tapera
4371	Ocotea	glomerata	Baitello, J.B.					-53.383333	-13.1	16	8	2000						Lauraceae				árvore					UEC		Árvore de 8 m. Frutos imaturos verdes com cúpula vermelha.; Floresta Ombrófila Aberta Aluvial.		flor;fruto	sl		Ivanauskas			Ivanauskas, N.M.	Brasil	MATO GROSSO	Gaúcha do Norte	Fazenda Pontal
6357	Ocotea	longifolia	Moraes, P.L.R. de	1	1	2010		-40.617778	-20.368333	17	8	2000						Lauraceae						6			VIES		Planta com 6,0 metros de altura. Fruto e cáile verdes.		fruto	sl		Pereira			Pereira, O.J.	Brasil	ESPÍRITO SANTO	Domingos Martins	Rio Jucu
82	Ocotea	glomerata	Reis, S.	8	10	2004		-37.1558	-8.62306	3	9	2000						Lauraceae				arbusto		3			IPA;JPB		Arbusto, ca. de 3m de altura. Botoes amarelos. arbusto, ca. de 3m de altura. botoes amarelos.; desc: arbusto, ca. de 3m de altura. botoes amarelos.;Arbusto, ca. de 3m de altura. Botoes amarelos.		botões	sl		Lemos			Lemos, J.R.	Brasil	PERNAMBUCO	Buíque	Parque Nacional Do Catimbau
6404	Ocotea	glomerata	Moraes, P.L.R. de	27	2	2014		-39.48	-12.85	27	9	2000						Lauraceae				árvore		15			HST;HUEFS;MO		Árvore ca. 15 m alt., copada; folhas e lenho aromáticos; folhas coriáceas; flores amarronzadas. Voucher para estudo fitoquímicos.		flor	gbif;mo;sl	3140001	Queiroz			Queiroz, L.P. de	Brasil	BAHIA	Santa Teresinha	Serra Da Jiboia
908	Ocotea	glomerata	Castro, A.S.F.	25	4	2006		-40.865	-4.04861	10	12	2000						Lauraceae				árvore					EAC		Árvore.; Mata úmida			sl		Castro			Castro, A.S.F.	Brasil	CEARÁ	São Benedito	Serra Da Ibiapaba
7727	Ocotea	canaliculata	Moraes, P.L.R. de		11	2000		-38.083333	-11.933333	12	12	2000						Lauraceae									ALCB					sl		Guedes			Guedes, M.L.	Brasil	BAHIA	Entre Rios	Fazenda Buri
5292	Ocotea	glomerata						-35.733333	-9.55	10	1	2001						Lauraceae				árvore		5			MOSS		árvore com cerca de 5 m. de altura; coletado na mat atlântico, cerrado, em área de transiçao; fruto imaturo.		fruto	sl		Lyra-Lemos			Lyra-Lemos, R.P.	Brasil	ALAGOAS	Maceió	Apa Do Catolé E Fernão Vale
JPB26549	Ocotea	glomerata						-35.6917	-6.96333	28	2	2001						Lauraceae									JPB					sl		Nascimento			Nascimento, Irisvaldo S.	Brasil	PARAÍBA	Areia	Mata Do Pau-ferro
170	Ocotea	longifolia	Ramos, J.F.	1	1	2001		-60.025	-3.10194	9	2	2001						Lauraceae				árvore					INPA	212000	Árvore. Botoes florais verdes-claro. árvore. botões florais verdes-claro.;Árvore. Botoes florais verdes-claro.	81670	botões;flor	inpa;sl	INPA00212000	Oliveira			Oliveira, F.P.M.	Brasil	AMAZONAS	Manaus	Campus Ufam
1	Ocotea	glomerata	Guedes, M.L.		3	2001		-38.366667	-12.533333	25	3	2001						Lauraceae				árvore		5			ALCB					sl		Carvalho			Carvalho, G.	Brasil	BAHIA	Mata de São João	Fazenda Alvorada
375	Ocotea	glomerata						-35.6958	-8.4944	17	4	2001						Lauraceae									MO					gbif;mo;sl		Silva			Silva, A.G. da	Brasil	PERNAMBUCO	Bonito	Mata Do Brejão
8885	Ocotea	glomerata	Moraes, P.L.R. de	2	9	2009		-41.328889	-12.095833	21	5	2001						Lauraceae	Linha-6705			árvore		6			ALCB;MBM					sl		Guedes			Guedes, M.L.	Brasil	BAHIA	Bonito	Fazenda Chapada
424	Ocotea	glomerata	Silva, A.G. da	4				-35.6958	-8.4944	4	5	2001						Lauraceae						13			MO					gbif;mo;sl	3142169	Silva			Silva, A.G. da	Brasil	PERNAMBUCO	Bonito	Mata Do Brejão
548	Ocotea	canaliculata						-46.666667	-10.583333	9	5	2001						Lauraceae				arbusto		0.4			UFG		DESC:Subarbusto 40cm; fruto imaturo verde. Rara no local.;		fruto	sl		Sampaio			Sampaio, A.B.	Brasil	TOCANTINS	Mateiros	Região Do Jalapão
938	Ocotea	canaliculata	Moraes, P.L.R. de	1	1	2004		-46.65	-10.583333	9	5	2001						Lauraceae				arvoreta					UFG		DESC:Arvoreta 2,2m; flor creme-esverdeada; cupulos persistentes negros; botoes florais creme-esverdeados.;		botões;flor	sl		Soares			Soares, D.A.	Brasil	TOCANTINS	Mateiros	Rio Vermelho
4065	Ocotea	longifolia	Quinet, A.	2	8	2006		-40.5297	-20.1006	28	6	2001					urn:catalog:JBRJ:RB:720891	Lauraceae				árvore	20	8			MBML;RB;UEC		Árvore 8 m. DAP 20 cm. Fuste 5 m. Frutos verdes. árvore 8m. dap 20cm. fuste 5m. frutos verdes.		fruto	gbif;sl	720891	Kollmann			Kollmann, L.	Brasil	ESPÍRITO SANTO	Santa Leopoldina	Santa Lúcia
387	Ocotea	glomerata	Guedes, M.L.		10	2001		-41.39	-12.5631	2	6	2001						Lauraceae				árvore					ALCB;HUESB;MBM		Árvore: 5,0m. Folhas coriáceas, discolores, face abaxial pubescente. Frutos imaturos verdes.; Floresta Estacional Semidecidual. ; HA		flor;fruto	sl		Santana			Santana, D.L.	Brasil	BAHIA	Lençóis	Chapada Diamantina
390	Ocotea	glomerata	Guedes, M.L.		10	2001		-41.39	-12.5631	2	6	2001						Lauraceae				árvore					ALCB;HUESB		Árvore. Folhas coriáceas, discolores, face abaxial pubescente.; Floresta Estacional Semidecidual. ; HA		flor	sl		Santana			Santana, D.L.	Brasil	BAHIA	Lençóis	Chapada Diamantina
1293	Ocotea	longifolia	Orrellana, M.R.	31				-68.6666666667	-13.5666666667	31	7	2001						Lauraceae				árvore		5			MO				fruto	mo		Orrellana			Orrellana, M.R.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Candelaria
1347	Ocotea	longifolia	Orrellana, M.R.	31				-68.6666666667	-13.5666666667	31	7	2001						Lauraceae				árvore		5			MO				fruto	mo		Orrellana			Orrellana, M.R.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Candelaria
4293	Ocotea	longifolia	Quinet, A.	2	8	2006		-40.6003	-19.9356	9	8	2001					urn:catalog:JBRJ:RB:720866	Lauraceae				árvore	22	4			MBML;RB;UEC		Arvoreto 8 m. DAP 22 cm. Fuste 4 m. Frutos verdes. arvoreto 8m. dap 22cm. fuste 4m. frutos verdes		fruto	gbif;sl	720866	Kollmann			Kollmann, L.	Brasil	ESPÍRITO SANTO	Santa Teresa	Rio Saltinho
78	Ocotea	glomerata	Santos, S.O.	25	6	2011		-34.8811	-8.05389	12	8	2001					urn:catalog:JBRJ:RB:590833	Lauraceae				árvore		15			HST;HUEFS;RB		Árvore ca. 15 m alt.; flores amareladas. arvore ca. 15m alt.; flores amareladas.		flor	gbif;sl	590833	Lima			Lima, T.C.	Brasil	PERNAMBUCO	Recife	Parque Dois Irmãos
5726	Ocotea	glomerata						-35.9	-9.633333	9	8	2001						Lauraceae				árvore		8			MOSS		árvore com cerca de 8 m. de altura; coletado no interior da mata atlântica; botoes ferrugínico; fruto ausente.		botões;fruto	sl		Lyra-Lemos			Lyra-Lemos, R.P.	Brasil	ALAGOAS	Pilar	Fazenda Cruz
55	Ocotea	glomerata	Lyra-Lemos, R.P.					-36.298889	-10.2422222222	30	8	2001						Lauraceae				árvore		5			ASE;MAC;TEPB		Árvore com ca. de 5m de alt. Botoes amarelos.HABITAT:Mata Atlântica.; árvore. 5. m. botoes amarelos.; mata atlântica ; ha rrvore com ca. de 5 m de altura.botoes amarelos. ambiente: mata atlântica		botões	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
5	Ocotea	glomerata	Lyra-Lemos, R.P.					-36.279722	-10.128333	29	8	2001						Lauraceae				árvore		5			EAC;MAC		Árvore com ca. de 5m de alt. Botoes florais ferrugíneos.HABITAT:Mata Atlântica; árvore, 5m; botao floral ferrugíneo.; mata atlântica árvore, 5m; botoes florais ferruginosos.; mata atlântica		botões;flor	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
19	Ocotea	glomerata	Lyra-Lemos, R.P.					-36.1756	-10.1256	30	8	2001						Lauraceae				árvore		8			ASE;IPA;MAC;MOSS		Árvore ca. 8m de altura; frutos imaturos verdes. árvore com ca. de 8m de alt. frutos imaturos verdes.habitat:mata atlântica; árvore com cerca de 8m de altura; coletada na mata atlântica; frutos imaturos verdes; n.v. louro-branco.habitat:mata atlântica; árvore com cerca de 8m de altura.; mata atlântica. ; ha		fruto	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
69	Ocotea	canaliculata	Santos, S.O.	1	3	2011		-34.950278	-8.012778	3	8	2001						Lauraceae				árvore					PEUFR		Árovore com cerca de 5m. Flores alvas.		flor	sl		Silva			Silva, T.M.C. da	Brasil	PERNAMBUCO	Recife	Usina àgua Branca
673	Ocotea	glomerata	Bayma, I.A.		9	2001		-36.1756	-10.1256	12	9	2001						Lauraceae				árvore		2			MAC;SP		Árvore ca. de 2m de alt. Botoes florais creme.HABITAT:Mata Atlântica em encosta; árvore ca. de 2m de alt. botoes florais creme.habitat:mata atlântica; botoes florais creme;Árvore ca. de 2m de alt. Botoes florais creme.HABITAT:Mata Atlântica em encosta;		botões;flor	sl		Bayma			Bayma, I.A.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
271	Ocotea	nitida	van der Werff	22				-42.595522	-8.512639	22	12	2001						Lauraceae									MO					gbif|mo|sl	3140813	Nonato			Nonato, R.	Brasil	PIAUÍ	João Costa	Parna Sena Da Capivara
4924	Ocotea	nitida	Moraes, P.L.R. de	6	2	2009		-45.865	-14.88611	11	12	2001					urn:catalog:JBRJ:RB:335894	Lauraceae				árvore		4.5			RB		Árvore cerca de 4,5m de altura, receptáculo vermelho. Espécie comum no local.		fruto	gbif|sl	335894	Walter			Walter, B.M.T.	Brasil	BAHIA	Cocos	Fazendas Trijunção
4927	Ocotea	nitida	Moraes, P.L.R. de	6	2	2009		-45.865	-14.88611	11	12	2001					urn:catalog:JBRJ:RB:335908	Lauraceae				árvore		5			RB		Árvore, cerca de 5,0 m de altura; botoers florais verde-amarelos. Espécie comum no local. árvore, cerca de 5,0 m de altura; botõers florais verde-amarelos. espécie comum no local.		flor	gbif|sl	335908	Walter			Walter, B.M.T.	Brasil	BAHIA	Cocos	Fazendas Trijunção
5286	Ocotea	nitida	Rohwer, J.G.			2011		-40.6003	-19.9356	10	1	2002					urn:catalog:JBRJ:RB:720847	Lauraceae				árvore	20	12			BHCB;MBML;RB;UEC		Arvore 12 m. DAP 20 cm. Fuste 9 m. Flores esbranquiçadas. árvore 12m. dap 20cm. fuste 9m. flores esbranquiçadas		flor	gbif|sl	720847	Kollmann			Kollmann, L.	Brasil	ESPÍRITO SANTO	Santa Teresa	Reserva Biológica Augusto Ruschi
169	Ocotea	glomerata	Lyra-Lemos, R.P.	24				-36.231944	-10.113611	24	1	2002					urn:catalog:JBRJ:RB:549915	Lauraceae				árvore		6			EAC;MAC;RB		Árvore com ca. de 6 m de altura. árvore com ca. de 6m de alt. frutos verdes imaturos.habitat:mata atlântica; árvore com ca. de 6m de altura. frutos verdes imaturos.; mata atlântica		fruto	gbif;sl	549915	Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
7070	Ocotea	longifolia	van der Werff			2003		-35.87	-9.2297	16	3	2002						Lauraceae			Mata higrófila	árvore		4			NY		Arvore ca. 4 m. altura. Frutos imaturos verdes com receptáculo avermelhado		fruto	ny;gbif;sl	776841	Carvalho			Carvalho, A.M.V. de	Brasil	ALAGOAS	Murici	Bananeiras
6342	Ocotea	glomerata	Lyra-Lemos, R.P.			2003		-35.935	-9.2506	17	3	2002						Lauraceae			Mata Atlântica em serra	arvoreta		2.5			NY		Arvoreta, em floraçao, ca. 2.5 m. de altura, flores cremes, frutos ausentes		flor;fruto	ny;gbif;sl	777801	Lyra-Lemos			Lyra-Lemos, R.P.	Brasil	ALAGOAS	Murici	Serra Das Águas Belas
3511	Ocotea	canaliculata	Lobato, L.C.B.		5	2002		-48.6258	-1.50583	13	3	2002						Lauraceae				árvore		3			SP		Árvore de 3m de alt., frutos imaturos verde		fruto	sl		Silva			Silva, A.S.L. da	Brasil	PARÁ	Barcarena	Caripi
844	Ocotea	glomerata	Oliveira, Marcondes					-35.937693	-8.979501	18	3	2002						Lauraceae				árvore		6			HUCPE;MAC		Árvore com 6,0m caído ao chao; flores passadas; frutos imaturos verdes; cálice persistente. árvore com ca. de 6m de altura. flores passadas frutos imaturos verdes; cálice persistente.habitat:veg. arbustiva arbórea densa. solo argioloso.;		flor;fruto	sl		Oliveira			Oliveira, Marcondes	Brasil	ALAGOAS	Ibateguara	Coimbra
7156	Ocotea	longifolia	van der Werff			2002		-39.27	-14.6033	4	4	2002						Lauraceae			Higrófila	árvore		5			NY		Arvore de 5.0 m. alt. Folhas verdes concolores. Flores com botoes cremes		botões;flor	ny;gbif;sl	776842	Carvalho			Carvalho, A.M.V. de	Brasil	BAHIA	Uruçuca	Reserva Gregório Bondar
